# This table contains site-level occupancy values (IPOD-HR robust z-scores) for all IPOD-HR detectable,,,,,
#   TFBSs annotated in RegulonDB (downloaded May 2018),,,,,
# Column definitions:,,,,,
#   condition: The physiological condition under study,,,,,
#   startloc/endloc: 1-indexed start and end location of the site (open right interval),,,,,
#   occupancy: The robust z-score of peak occupancy in the site under the specified condition,,,,,
#   regulator: TF annotated to bind the site,,,,,
#   target: Regulatory target of binding, if known,,,,
condition,startloc,endloc,occupancy,regulator,target
rdmglu,3068894,3068909,0.806494,Lrp,argO
min,3088004,3088019,2.463322,GalS,galP
lexa,3088004,3088019,3.268448,GalS,galP
purr,3088004,3088019,0.216455,GalS,galP
stat,3088004,3088019,1.753407,GalS,galP
argr,3088004,3088019,0.778648,GalS,galP
rdmglu,3088004,3088019,1.892143,GalS,galP
min,3088004,3088019,2.463322,GalR,galP
lexa,3088004,3088019,3.268448,GalR,galP
purr,3088004,3088019,0.216455,GalR,galP
stat,3088004,3088019,1.753407,GalR,galP
argr,3088004,3088019,0.778648,GalR,galP
rdmglu,3088004,3088019,1.892143,GalR,galP
min,3088040,3088055,2.568325,GalS,galP
lexa,3088040,3088055,3.739589,GalS,galP
purr,3088040,3088055,1.270075,GalS,galP
stat,3088040,3088055,1.774321,GalS,galP
argr,3088040,3088055,0.611054,GalS,galP
rdmglu,3088040,3088055,1.776468,GalS,galP
min,3088040,3088055,2.568325,GalR,galP
lexa,3088040,3088055,3.739589,GalR,galP
purr,3088040,3088055,1.270075,GalR,galP
stat,3088040,3088055,1.774321,GalR,galP
argr,3088040,3088055,0.611054,GalR,galP
rdmglu,3088040,3088055,1.776468,GalR,galP
min,3088069,3088084,2.136246,GalS,galP
lexa,3088069,3088084,3.885563,GalS,galP
purr,3088069,3088084,1.625671,GalS,galP
stat,3088069,3088084,2.358663,GalS,galP
argr,3088069,3088084,-0.421629,GalS,galP
rdmglu,3088069,3088084,2.188234,GalS,galP
min,3088069,3088084,2.136246,GalR,galP
lexa,3088069,3088084,3.885563,GalR,galP
purr,3088069,3088084,1.625671,GalR,galP
stat,3088069,3088084,2.358663,GalR,galP
argr,3088069,3088084,-0.421629,GalR,galP
rdmglu,3088069,3088084,2.188234,GalR,galP
min,3088140,3088155,1.224495,GalS,galP
lexa,3088140,3088155,5.468024,GalS,galP
purr,3088140,3088155,2.096838,GalS,galP
stat,3088140,3088155,6.242548,GalS,galP
argr,3088140,3088155,1.293746,GalS,galP
rdmglu,3088140,3088155,3.123267,GalS,galP
min,3088140,3088155,1.224495,GalR,galP
lexa,3088140,3088155,5.468024,GalR,galP
purr,3088140,3088155,2.096838,GalR,galP
stat,3088140,3088155,6.242548,GalR,galP
argr,3088140,3088155,1.293746,GalR,galP
rdmglu,3088140,3088155,3.123267,GalR,galP
min,3088186,3088201,2.702036,GalS,galP
lexa,3088186,3088201,4.43251,GalS,galP
purr,3088186,3088201,2.721471,GalS,galP
stat,3088186,3088201,3.44867,GalS,galP
argr,3088186,3088201,1.491132,GalS,galP
rdmglu,3088186,3088201,2.895878,GalS,galP
min,3088186,3088201,2.702036,GalR,galP
lexa,3088186,3088201,4.43251,GalR,galP
purr,3088186,3088201,2.721471,GalR,galP
stat,3088186,3088201,3.44867,GalR,galP
argr,3088186,3088201,1.491132,GalR,galP
rdmglu,3088186,3088201,2.895878,GalR,galP
min,3088202,3088223,1.877479,CRP,galP
lexa,3088202,3088223,3.116751,CRP,galP
purr,3088202,3088223,1.929156,CRP,galP
stat,3088202,3088223,0.930926,CRP,galP
argr,3088202,3088223,1.893455,CRP,galP
rdmglu,3088202,3088223,1.365134,CRP,galP
min,3088245,3088267,1.58111,NagC,galP
lexa,3088245,3088267,2.642358,NagC,galP
purr,3088245,3088267,1.308573,NagC,galP
stat,3088245,3088267,0.98375,NagC,galP
argr,3088245,3088267,0.654023,NagC,galP
rdmglu,3088245,3088267,2.032184,NagC,galP
min,3100786,3100799,4.097808,FNR,ansB
lexa,3100786,3100799,3.737734,FNR,ansB
purr,3100786,3100799,3.704823,FNR,ansB
stat,3100786,3100799,3.236099,FNR,ansB
argr,3100786,3100799,3.682621,FNR,ansB
rdmglu,3100786,3100799,3.507975,FNR,ansB
min,3100810,3100824,2.761234,Fis,ansB
lexa,3100810,3100824,2.77717,Fis,ansB
purr,3100810,3100824,2.312145,Fis,ansB
stat,3100810,3100824,2.100005,Fis,ansB
argr,3100810,3100824,1.041616,Fis,ansB
rdmglu,3100810,3100824,1.14142,Fis,ansB
min,3100832,3100853,1.723325,CRP,ansB
lexa,3100832,3100853,2.228156,CRP,ansB
purr,3100832,3100853,1.214811,CRP,ansB
stat,3100832,3100853,0.623401,CRP,ansB
argr,3100832,3100853,1.047292,CRP,ansB
rdmglu,3100832,3100853,0.502444,CRP,ansB
min,3100852,3100866,2.12112,Fis,ansB
lexa,3100852,3100866,1.039058,Fis,ansB
purr,3100852,3100866,0.803246,Fis,ansB
stat,3100852,3100866,0.809136,Fis,ansB
argr,3100852,3100866,0.267215,Fis,ansB
rdmglu,3100852,3100866,-0.11429,Fis,ansB
min,3105548,3105569,-1.739325,CRP,nupG
lexa,3105548,3105569,-0.282845,CRP,nupG
purr,3105548,3105569,-0.365036,CRP,nupG
stat,3105548,3105569,2.29091,CRP,nupG
argr,3105548,3105569,-1.498317,CRP,nupG
rdmglu,3105548,3105569,-0.286628,CRP,nupG
min,3105568,3105581,-0.867474,CytR,nupG
lexa,3105568,3105581,0.123924,CytR,nupG
purr,3105568,3105581,-0.277394,CytR,nupG
stat,3105568,3105581,2.896387,CytR,nupG
argr,3105568,3105581,-1.196646,CytR,nupG
rdmglu,3105568,3105581,-0.256726,CytR,nupG
min,3105581,3105598,-0.785424,CytR,nupG
lexa,3105581,3105598,0.397139,CytR,nupG
purr,3105581,3105598,-0.2287,CytR,nupG
stat,3105581,3105598,2.896387,CytR,nupG
argr,3105581,3105598,-1.292323,CytR,nupG
rdmglu,3105581,3105598,-0.446859,CytR,nupG
min,3105589,3105607,-0.735464,CytR,nupG
lexa,3105589,3105607,0.676018,CytR,nupG
purr,3105589,3105607,-0.2287,CytR,nupG
stat,3105589,3105607,2.709989,CytR,nupG
argr,3105589,3105607,-1.395549,CytR,nupG
rdmglu,3105589,3105607,-0.753857,CytR,nupG
min,3105696,3105717,2.90694,CRP,nupG
lexa,3105696,3105717,3.117255,CRP,nupG
purr,3105696,3105717,3.469556,CRP,nupG
stat,3105696,3105717,2.671084,CRP,nupG
argr,3105696,3105717,4.9592,CRP,nupG
rdmglu,3105696,3105717,3.316265,CRP,nupG
min,3128173,3128187,-0.591447,ArcA,glcDEFGBA
lexa,3128173,3128187,-0.291826,ArcA,glcDEFGBA
purr,3128173,3128187,0.146134,ArcA,glcDEFGBA
stat,3128173,3128187,3.309053,ArcA,glcDEFGBA
argr,3128173,3128187,1.151563,ArcA,glcDEFGBA
rdmglu,3128173,3128187,-0.291118,ArcA,glcDEFGBA
min,3128177,3128189,-0.591447,IHF,glcDEFGBA
lexa,3128177,3128189,-0.291826,IHF,glcDEFGBA
purr,3128177,3128189,0.146134,IHF,glcDEFGBA
stat,3128177,3128189,3.309053,IHF,glcDEFGBA
argr,3128177,3128189,1.151563,IHF,glcDEFGBA
rdmglu,3128177,3128189,-0.291118,IHF,glcDEFGBA
min,3128177,3128198,-0.591447,CRP,glcC
lexa,3128177,3128198,-0.291826,CRP,glcC
purr,3128177,3128198,0.146134,CRP,glcC
stat,3128177,3128198,3.309053,CRP,glcC
argr,3128177,3128198,1.151563,CRP,glcC
rdmglu,3128177,3128198,-0.291118,CRP,glcC
min,3128180,3128194,-0.591447,ArcA,glcDEFGBA
lexa,3128180,3128194,-0.291826,ArcA,glcDEFGBA
purr,3128180,3128194,0.146134,ArcA,glcDEFGBA
stat,3128180,3128194,3.309053,ArcA,glcDEFGBA
argr,3128180,3128194,1.151563,ArcA,glcDEFGBA
rdmglu,3128180,3128194,-0.291118,ArcA,glcDEFGBA
min,3128193,3128210,-1.413902,Cra,glcC
lexa,3128193,3128210,-1.025265,Cra,glcC
purr,3128193,3128210,-0.641804,Cra,glcC
stat,3128193,3128210,2.003305,Cra,glcC
argr,3128193,3128210,0.148971,Cra,glcC
rdmglu,3128193,3128210,-1.542552,Cra,glcC
min,3155217,3155240,0.83913,YqhC,yqhD-dkgA
lexa,3155217,3155240,2.190936,YqhC,yqhD-dkgA
purr,3155217,3155240,2.346196,YqhC,yqhD-dkgA
stat,3155217,3155240,-1.001825,YqhC,yqhD-dkgA
argr,3155217,3155240,3.125097,YqhC,yqhD-dkgA
rdmglu,3155217,3155240,2.859469,YqhC,yqhD-dkgA
min,3155238,3155261,0.924853,YqhC,yqhD-dkgA
lexa,3155238,3155261,2.377792,YqhC,yqhD-dkgA
purr,3155238,3155261,1.948949,YqhC,yqhD-dkgA
stat,3155238,3155261,-0.25294,YqhC,yqhD-dkgA
argr,3155238,3155261,2.713892,YqhC,yqhD-dkgA
rdmglu,3155238,3155261,2.837242,YqhC,yqhD-dkgA
min,3168605,3168619,0.906124,MqsA,mqsRA
lexa,3168605,3168619,1.328956,MqsA,mqsRA
purr,3168605,3168619,3.048752,MqsA,mqsRA
stat,3168605,3168619,-1.155496,MqsA,mqsRA
argr,3168605,3168619,3.687957,MqsA,mqsRA
rdmglu,3168605,3168619,1.936907,MqsA,mqsRA
min,3169726,3169745,4.104873,BasR,qseBC
lexa,3169726,3169745,4.129319,BasR,qseBC
purr,3169726,3169745,2.411782,BasR,qseBC
stat,3169726,3169745,-1.362132,BasR,qseBC
argr,3169726,3169745,3.056173,BasR,qseBC
rdmglu,3169726,3169745,3.036452,BasR,qseBC
min,3169748,3169760,2.557126,QseB,qseBC
lexa,3169748,3169760,2.565129,QseB,qseBC
purr,3169748,3169760,1.435872,QseB,qseBC
stat,3169748,3169760,-1.191638,QseB,qseBC
argr,3169748,3169760,2.112164,QseB,qseBC
rdmglu,3169748,3169760,1.956053,QseB,qseBC
min,3172379,3172398,2.341966,RcsB-BglJ,ygiZ
lexa,3172379,3172398,0.922514,RcsB-BglJ,ygiZ
purr,3172379,3172398,4.478658,RcsB-BglJ,ygiZ
stat,3172379,3172398,1.452462,RcsB-BglJ,ygiZ
argr,3172379,3172398,1.467374,RcsB-BglJ,ygiZ
rdmglu,3172379,3172398,2.792522,RcsB-BglJ,ygiZ
min,3206258,3206264,2.512003,Dan,ttdABT
lexa,3206258,3206264,1.759202,Dan,ttdABT
purr,3206258,3206264,2.584484,Dan,ttdABT
stat,3206258,3206264,2.675441,Dan,ttdABT
argr,3206258,3206264,1.853913,Dan,ttdABT
rdmglu,3206258,3206264,2.415593,Dan,ttdABT
min,3206287,3206293,2.758817,Dan,ttdABT
lexa,3206287,3206293,2.307077,Dan,ttdABT
purr,3206287,3206293,2.927355,Dan,ttdABT
stat,3206287,3206293,2.191273,Dan,ttdABT
argr,3206287,3206293,1.957564,Dan,ttdABT
rdmglu,3206287,3206293,2.38712,Dan,ttdABT
min,3206329,3206335,2.959323,Dan,ttdABT
lexa,3206329,3206335,1.27812,Dan,ttdABT
purr,3206329,3206335,2.979013,Dan,ttdABT
stat,3206329,3206335,2.152171,Dan,ttdABT
argr,3206329,3206335,1.578676,Dan,ttdABT
rdmglu,3206329,3206335,1.788363,Dan,ttdABT
min,3206347,3206353,3.737734,Dan,ttdABT
lexa,3206347,3206353,3.396433,Dan,ttdABT
purr,3206347,3206353,3.455653,Dan,ttdABT
stat,3206347,3206353,2.935007,Dan,ttdABT
argr,3206347,3206353,0.33685,Dan,ttdABT
rdmglu,3206347,3206353,2.954348,Dan,ttdABT
min,3206362,3206368,3.562756,Dan,ttdABT
lexa,3206362,3206368,4.568714,Dan,ttdABT
purr,3206362,3206368,3.155314,Dan,ttdABT
stat,3206362,3206368,3.814874,Dan,ttdABT
argr,3206362,3206368,-0.103447,Dan,ttdABT
rdmglu,3206362,3206368,3.570769,Dan,ttdABT
min,3216512,3216530,5.198897,YqjI,yqjH
lexa,3216512,3216530,6.471675,YqjI,yqjH
purr,3216512,3216530,4.801363,YqjI,yqjH
stat,3216512,3216530,7.869784,YqjI,yqjH
argr,3216512,3216530,5.16712,YqjI,yqjH
rdmglu,3216512,3216530,5.913336,YqjI,yqjH
min,3216538,3216556,7.124576,Fur,yqjH
lexa,3216538,3216556,8.572251,Fur,yqjH
purr,3216538,3216556,5.082133,Fur,yqjH
stat,3216538,3216556,10.150834,Fur,yqjH
argr,3216538,3216556,5.472554,Fur,yqjH
rdmglu,3216538,3216556,6.538329,Fur,yqjH
min,3216544,3216562,7.262225,Fur,yqjH
lexa,3216544,3216562,8.572251,Fur,yqjH
purr,3216544,3216562,5.029587,Fur,yqjH
stat,3216544,3216562,10.150834,Fur,yqjH
argr,3216544,3216562,5.472554,Fur,yqjH
rdmglu,3216544,3216562,6.538329,Fur,yqjH
min,3216548,3216566,7.262225,Fur,yqjH
lexa,3216548,3216566,8.572251,Fur,yqjH
purr,3216548,3216566,5.094825,Fur,yqjH
stat,3216548,3216566,10.150834,Fur,yqjH
argr,3216548,3216566,5.472554,Fur,yqjH
rdmglu,3216548,3216566,6.538329,Fur,yqjH
min,3216731,3216761,3.908679,YqjI,yqjI
lexa,3216731,3216761,5.789596,YqjI,yqjI
purr,3216731,3216761,3.285511,YqjI,yqjI
stat,3216731,3216761,2.788405,YqjI,yqjI
argr,3216731,3216761,2.832484,YqjI,yqjI
rdmglu,3216731,3216761,4.212694,YqjI,yqjI
min,3219159,3219180,3.022908,CRP,aer
lexa,3219159,3219180,1.541678,CRP,aer
purr,3219159,3219180,2.015691,CRP,aer
stat,3219159,3219180,2.005995,CRP,aer
argr,3219159,3219180,1.977804,CRP,aer
rdmglu,3219159,3219180,1.740923,CRP,aer
min,3219163,3219176,3.022908,FNR,aer
lexa,3219163,3219176,1.541678,FNR,aer
purr,3219163,3219176,2.015691,FNR,aer
stat,3219163,3219176,2.005995,FNR,aer
argr,3219163,3219176,1.977804,FNR,aer
rdmglu,3219163,3219176,1.740923,FNR,aer
min,3219196,3219208,-0.766778,IHF,patA
lexa,3219196,3219208,-0.443949,IHF,patA
purr,3219196,3219208,0.629316,IHF,patA
stat,3219196,3219208,2.460479,IHF,patA
argr,3219196,3219208,-1.24782,IHF,patA
rdmglu,3219196,3219208,0.290312,IHF,patA
min,3219257,3219273,-1.304631,NtrC,patA
lexa,3219257,3219273,-1.545915,NtrC,patA
purr,3219257,3219273,-1.367479,NtrC,patA
stat,3219257,3219273,2.722906,NtrC,patA
argr,3219257,3219273,-2.477959,NtrC,patA
rdmglu,3219257,3219273,-2.064609,NtrC,patA
min,3219279,3219295,-1.300051,NtrC,patA
lexa,3219279,3219295,-1.486258,NtrC,patA
purr,3219279,3219295,-1.612319,NtrC,patA
stat,3219279,3219295,2.405091,NtrC,patA
argr,3219279,3219295,-2.397229,NtrC,patA
rdmglu,3219279,3219295,-2.232518,NtrC,patA
min,3219330,3219344,0.27174,Fis,patA
lexa,3219330,3219344,-0.172625,Fis,patA
purr,3219330,3219344,-0.628914,Fis,patA
stat,3219330,3219344,2.800794,Fis,patA
argr,3219330,3219344,-0.539342,Fis,patA
rdmglu,3219330,3219344,-0.672274,Fis,patA
min,3231635,3231649,2.619419,ArcA,fadH
lexa,3231635,3231649,2.011401,ArcA,fadH
purr,3231635,3231649,1.281405,ArcA,fadH
stat,3231635,3231649,0.912604,ArcA,fadH
argr,3231635,3231649,-0.557982,ArcA,fadH
rdmglu,3231635,3231649,1.358623,ArcA,fadH
min,3244795,3244812,10.078505,ExuR,uxaCA
lexa,3244795,3244812,8.583106,ExuR,uxaCA
purr,3244795,3244812,9.071191,ExuR,uxaCA
stat,3244795,3244812,9.059136,ExuR,uxaCA
argr,3244795,3244812,10.032958,ExuR,uxaCA
rdmglu,3244795,3244812,9.646379,ExuR,uxaCA
min,3244830,3244851,8.489324,CRP,exuT
lexa,3244830,3244851,8.460169,CRP,exuT
purr,3244830,3244851,9.526998,CRP,exuT
stat,3244830,3244851,7.095521,CRP,exuT
argr,3244830,3244851,9.525144,CRP,exuT
rdmglu,3244830,3244851,9.431127,CRP,exuT
min,3244850,3244867,4.403574,ExuR,exuT
lexa,3244850,3244867,4.130711,ExuR,exuT
purr,3244850,3244867,3.944151,ExuR,exuT
stat,3244850,3244867,4.41228,ExuR,exuT
argr,3244850,3244867,3.811569,ExuR,exuT
rdmglu,3244850,3244867,5.36842,ExuR,exuT
min,3244850,3244867,4.403574,ExuR,uxaCA
lexa,3244850,3244867,4.130711,ExuR,uxaCA
purr,3244850,3244867,3.944151,ExuR,uxaCA
stat,3244850,3244867,4.41228,ExuR,uxaCA
argr,3244850,3244867,3.811569,ExuR,uxaCA
rdmglu,3244850,3244867,5.36842,ExuR,uxaCA
min,3244874,3244891,2.937612,ExuR,uxaCA
lexa,3244874,3244891,1.33814,ExuR,uxaCA
purr,3244874,3244891,1.503819,ExuR,uxaCA
stat,3244874,3244891,2.163009,ExuR,uxaCA
argr,3244874,3244891,1.18491,ExuR,uxaCA
rdmglu,3244874,3244891,3.256386,ExuR,uxaCA
min,3267126,3267147,2.738974,CRP,tdcABCDEFG
lexa,3267126,3267147,3.82875,CRP,tdcABCDEFG
purr,3267126,3267147,3.765895,CRP,tdcABCDEFG
stat,3267126,3267147,2.269979,CRP,tdcABCDEFG
argr,3267126,3267147,3.311179,CRP,tdcABCDEFG
rdmglu,3267126,3267147,3.158186,CRP,tdcABCDEFG
min,3267190,3267202,4.068526,IHF,tdcABCDEFG
lexa,3267190,3267202,6.593537,IHF,tdcABCDEFG
purr,3267190,3267202,5.517769,IHF,tdcABCDEFG
stat,3267190,3267202,3.504166,IHF,tdcABCDEFG
argr,3267190,3267202,1.287726,IHF,tdcABCDEFG
rdmglu,3267190,3267202,6.501323,IHF,tdcABCDEFG
min,3267192,3267205,4.068526,FNR,tdcABCDEFG
lexa,3267192,3267205,6.593537,FNR,tdcABCDEFG
purr,3267192,3267205,5.517769,FNR,tdcABCDEFG
stat,3267192,3267205,3.504166,FNR,tdcABCDEFG
argr,3267192,3267205,1.287726,FNR,tdcABCDEFG
rdmglu,3267192,3267205,6.501323,FNR,tdcABCDEFG
min,3267235,3267248,2.983573,FNR,tdcABCDEFG
lexa,3267235,3267248,5.269187,FNR,tdcABCDEFG
purr,3267235,3267248,4.685103,FNR,tdcABCDEFG
stat,3267235,3267248,2.573143,FNR,tdcABCDEFG
argr,3267235,3267248,1.89362,FNR,tdcABCDEFG
rdmglu,3267235,3267248,4.892582,FNR,tdcABCDEFG
min,3267263,3267277,2.730077,TdcA,tdcABCDEFG
lexa,3267263,3267277,4.17728,TdcA,tdcABCDEFG
purr,3267263,3267277,4.211184,TdcA,tdcABCDEFG
stat,3267263,3267277,2.069454,TdcA,tdcABCDEFG
argr,3267263,3267277,1.439306,TdcA,tdcABCDEFG
rdmglu,3267263,3267277,4.33832,TdcA,tdcABCDEFG
min,3267282,3267293,3.8349,TdcR,tdcABCDEFG
lexa,3267282,3267293,3.664788,TdcR,tdcABCDEFG
purr,3267282,3267293,4.550811,TdcR,tdcABCDEFG
stat,3267282,3267293,2.474141,TdcR,tdcABCDEFG
argr,3267282,3267293,0.908756,TdcR,tdcABCDEFG
rdmglu,3267282,3267293,4.343654,TdcR,tdcABCDEFG
min,3270741,3270755,1.330483,Fis,rnpB
lexa,3270741,3270755,1.211572,Fis,rnpB
purr,3270741,3270755,1.585478,Fis,rnpB
stat,3270741,3270755,0.608065,Fis,rnpB
argr,3270741,3270755,2.122107,Fis,rnpB
rdmglu,3270741,3270755,0.975358,Fis,rnpB
min,3274836,3274854,3.839183,Fur,garPLRK-rnpB
lexa,3274836,3274854,2.850378,Fur,garPLRK-rnpB
purr,3274836,3274854,3.503163,Fur,garPLRK-rnpB
stat,3274836,3274854,3.519278,Fur,garPLRK-rnpB
argr,3274836,3274854,0.745139,Fur,garPLRK-rnpB
rdmglu,3274836,3274854,3.442577,Fur,garPLRK-rnpB
min,3278686,3278705,-0.541871,AgaR,agaR
lexa,3278686,3278705,0.500109,AgaR,agaR
purr,3278686,3278705,-0.012671,AgaR,agaR
stat,3278686,3278705,2.861953,AgaR,agaR
argr,3278686,3278705,0.350789,AgaR,agaR
rdmglu,3278686,3278705,0.035499,AgaR,agaR
min,3278713,3278732,2.956159,AgaR,agaR
lexa,3278713,3278732,2.926928,AgaR,agaR
purr,3278713,3278732,2.654139,AgaR,agaR
stat,3278713,3278732,3.770859,AgaR,agaR
argr,3278713,3278732,4.725896,AgaR,agaR
rdmglu,3278713,3278732,2.434543,AgaR,agaR
min,3278781,3278800,2.718535,AgaR,kbaZ-agaVWA
lexa,3278781,3278800,3.506738,AgaR,kbaZ-agaVWA
purr,3278781,3278800,2.283459,AgaR,kbaZ-agaVWA
stat,3278781,3278800,2.437469,AgaR,kbaZ-agaVWA
argr,3278781,3278800,5.457605,AgaR,kbaZ-agaVWA
rdmglu,3278781,3278800,3.258583,AgaR,kbaZ-agaVWA
min,3278795,3278816,2.174589,CRP,kbaZ-agaVWA
lexa,3278795,3278816,3.501705,CRP,kbaZ-agaVWA
purr,3278795,3278816,2.392961,CRP,kbaZ-agaVWA
stat,3278795,3278816,3.69077,CRP,kbaZ-agaVWA
argr,3278795,3278816,5.329733,CRP,kbaZ-agaVWA
rdmglu,3278795,3278816,3.258583,CRP,kbaZ-agaVWA
min,3278825,3278844,-1.250282,AgaR,kbaZ-agaVWA
lexa,3278825,3278844,3.810714,AgaR,kbaZ-agaVWA
purr,3278825,3278844,-0.734587,AgaR,kbaZ-agaVWA
stat,3278825,3278844,0.675918,AgaR,kbaZ-agaVWA
argr,3278825,3278844,-1.26913,AgaR,kbaZ-agaVWA
rdmglu,3278825,3278844,0.849456,AgaR,kbaZ-agaVWA
min,3278859,3278878,-0.31842,AgaR,kbaZ-agaVWA
lexa,3278859,3278878,2.985845,AgaR,kbaZ-agaVWA
purr,3278859,3278878,1.39381,AgaR,kbaZ-agaVWA
stat,3278859,3278878,1.325613,AgaR,kbaZ-agaVWA
argr,3278859,3278878,0.091328,AgaR,kbaZ-agaVWA
rdmglu,3278859,3278878,0.679915,AgaR,kbaZ-agaVWA
min,3281827,3281846,0.862783,AgaR,agaS-kbaY-agaBCDI
lexa,3281827,3281846,2.456032,AgaR,agaS-kbaY-agaBCDI
purr,3281827,3281846,1.817418,AgaR,agaS-kbaY-agaBCDI
stat,3281827,3281846,1.948378,AgaR,agaS-kbaY-agaBCDI
argr,3281827,3281846,-0.754054,AgaR,agaS-kbaY-agaBCDI
rdmglu,3281827,3281846,0.821795,AgaR,agaS-kbaY-agaBCDI
min,3281858,3281877,-0.36959,AgaR,agaS-kbaY-agaBCDI
lexa,3281858,3281877,3.169217,AgaR,agaS-kbaY-agaBCDI
purr,3281858,3281877,2.11634,AgaR,agaS-kbaY-agaBCDI
stat,3281858,3281877,-1.448552,AgaR,agaS-kbaY-agaBCDI
argr,3281858,3281877,-1.029475,AgaR,agaS-kbaY-agaBCDI
rdmglu,3281858,3281877,2.812582,AgaR,agaS-kbaY-agaBCDI
min,3281901,3281920,2.504047,AgaR,agaS-kbaY-agaBCDI
lexa,3281901,3281920,3.191785,AgaR,agaS-kbaY-agaBCDI
purr,3281901,3281920,2.81163,AgaR,agaS-kbaY-agaBCDI
stat,3281901,3281920,2.584838,AgaR,agaS-kbaY-agaBCDI
argr,3281901,3281920,3.943252,AgaR,agaS-kbaY-agaBCDI
rdmglu,3281901,3281920,2.560848,AgaR,agaS-kbaY-agaBCDI
min,3305863,3305880,3.72435,TrpR,mtr
lexa,3305863,3305880,3.07718,TrpR,mtr
purr,3305863,3305880,1.939107,TrpR,mtr
stat,3305863,3305880,1.985984,TrpR,mtr
argr,3305863,3305880,1.727545,TrpR,mtr
rdmglu,3305863,3305880,2.618193,TrpR,mtr
min,3305871,3305888,3.528277,TrpR,mtr
lexa,3305871,3305888,3.123687,TrpR,mtr
purr,3305871,3305888,1.939107,TrpR,mtr
stat,3305871,3305888,1.912361,TrpR,mtr
argr,3305871,3305888,1.727545,TrpR,mtr
rdmglu,3305871,3305888,2.618193,TrpR,mtr
min,3305928,3305945,1.697767,TyrR,mtr
lexa,3305928,3305945,2.92766,TyrR,mtr
purr,3305928,3305945,0.554928,TyrR,mtr
stat,3305928,3305945,0.814509,TyrR,mtr
argr,3305928,3305945,-1.367689,TyrR,mtr
rdmglu,3305928,3305945,1.171268,TyrR,mtr
min,3318547,3318564,1.538816,ArgR,metY
lexa,3318547,3318564,2.777116,ArgR,metY
purr,3318547,3318564,4.067026,ArgR,metY
stat,3318547,3318564,4.839802,ArgR,metY
argr,3318547,3318564,-2.741426,ArgR,metY
rdmglu,3318547,3318564,3.953168,ArgR,metY
min,3318547,3318564,1.538816,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
lexa,3318547,3318564,2.777116,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
purr,3318547,3318564,4.067026,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
stat,3318547,3318564,4.839802,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
argr,3318547,3318564,-2.741426,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
rdmglu,3318547,3318564,3.953168,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
min,3318547,3318564,1.538816,ArgR,argG
lexa,3318547,3318564,2.777116,ArgR,argG
purr,3318547,3318564,4.067026,ArgR,argG
stat,3318547,3318564,4.839802,ArgR,argG
argr,3318547,3318564,-2.741426,ArgR,argG
rdmglu,3318547,3318564,3.953168,ArgR,argG
min,3318568,3318585,3.382553,ArgR,metY
lexa,3318568,3318585,3.778059,ArgR,metY
purr,3318568,3318585,4.55862,ArgR,metY
stat,3318568,3318585,4.368389,ArgR,metY
argr,3318568,3318585,-2.829066,ArgR,metY
rdmglu,3318568,3318585,4.130819,ArgR,metY
min,3318568,3318585,3.382553,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
lexa,3318568,3318585,3.778059,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
purr,3318568,3318585,4.55862,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
stat,3318568,3318585,4.368389,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
argr,3318568,3318585,-2.829066,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
rdmglu,3318568,3318585,4.130819,ArgR,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
min,3318568,3318585,3.382553,ArgR,argG
lexa,3318568,3318585,3.778059,ArgR,argG
purr,3318568,3318585,4.55862,ArgR,argG
stat,3318568,3318585,4.368389,ArgR,argG
argr,3318568,3318585,-2.829066,ArgR,argG
rdmglu,3318568,3318585,4.130819,ArgR,argG
min,3334781,3334800,4.107795,RcsB-BglJ,sfsB
lexa,3334781,3334800,6.410405,RcsB-BglJ,sfsB
purr,3334781,3334800,4.93716,RcsB-BglJ,sfsB
stat,3334781,3334800,3.835026,RcsB-BglJ,sfsB
argr,3334781,3334800,6.277219,RcsB-BglJ,sfsB
rdmglu,3334781,3334800,6.292598,RcsB-BglJ,sfsB
min,3354256,3354270,2.828779,Lrp,gltBDF
lexa,3354256,3354270,2.299422,Lrp,gltBDF
purr,3354256,3354270,2.049158,Lrp,gltBDF
stat,3354256,3354270,1.718024,Lrp,gltBDF
argr,3354256,3354270,0.247779,Lrp,gltBDF
rdmglu,3354256,3354270,2.508706,Lrp,gltBDF
min,3354287,3354301,2.774976,Lrp,gltBDF
lexa,3354287,3354301,2.31918,Lrp,gltBDF
purr,3354287,3354301,2.669425,Lrp,gltBDF
stat,3354287,3354301,2.769713,Lrp,gltBDF
